World Port Index Number,Region Name,Main Port Name,Alternate Port Name,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Port Security,Vessel Traffic Service,Communications - Telephone,Communications - Radio,Communications - Airport,Communications - Rail,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Medical Facilities,Garbage Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Services - Longshoremen,Services - Electricity,Services - Navigation Equipment,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Dry Dock,Railway,Latitude,Longitude
43940,Ukraine -- 43620,Henichesk, ,1,4.9,4.9,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,Unknown,Unknown,46.166667,34.816667
48464,Iran -- 48410,Barkan Oil-loading Terminal,Bahregan Oil Center,2,17.1,23.2,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,None,Unknown,Unknown,29.733333,50.166667
55500,Norfolk Island -- 55490,Kingston, ,4,1.8,17.1,1.8,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,Unknown,Unknown,Unknown,-29.066667,167.95
51290,Lesser Sunda Islands -- 51250,Labuhanhaji,Labuan Hadji,8,1.8,14,1.8,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,No,Emergency Only,Unknown,Unknown,-8.7,116.566667
57415,Malaysia -- 57400,Kirteh Oil Terminal, ,0,11,21.6,0,0,0,0,Small,Open Roadstead,Unknown,Fair,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,None,Unknown,Unknown,4.566667,103.466667
47942,Sudan -- 47910,Al Khair Oil Terminal, ,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19.583333,37.25
18915,Canada West Coast -- 18080,Bella Bella, ,3,23.2,23.2,6.4,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,52.166667,-128.15
19290,Alaska -- 19080,Fishermans Harbor, ,2.7,3.4,3.4,4.9,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,55.966667,-133.8
5970,Cape Breton Island -- 5860,Grand Narrows, ,0,7.9,12.5,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45.95,-60.783333
6670,United States E Coast -- 6585,Corea, ,3.4,1.8,1.8,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,44.4,-67.966667
7315,United States E Coast -- 6585,Hyannis Port, ,0.9,1.8,4.9,1.8,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,41.633333,-70.3
58630,Philippine Islands -- 57960,Laoang, ,4,3.4,12.5,1.8,0,0,0,Very Small,River (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,12.566667,125.016667
59550,Philippine Islands -- 57960,Margosatubig, ,5,17.1,23.2,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,7.583333,123.166667
60720,Russia -- 60530,Bukhta Gaydamak,Gaydamak,0,12.5,12.5,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,42.866667,132.683333
4720,US Lake Michigan -- 4570,Saugatuck, ,0,1.8,1.8,1.8,0,0,0,Very Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Moderate,Unknown,Small,42.666667,-86.2
19930,Alaska -- 19080,Dry Spruce Bay, ,3.4,0,23.2,7.9,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,57.933333,-153.033333
19980,Alaska -- 19080,Hogg Island, ,3.4,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,58.466667,-152.683333
20410,Alaska Continued -- 20185,Grantley Harbor, ,0.3,1.8,6.4,0,0,0,0,Very Small,Open Roadstead,Unknown,Good,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,65.266667,-166.333333
5070,US Lake Michigan -- 4570,Nahma, ,0,3.4,4.9,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,45.833333,-86.666667
44270,Russia -- 44030,Adler,Mezyumata,0,23.2,9.4,3.4,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,43.433333,39.933333
45635,Algeria -- 45470,Arzew El Djedid, ,0,7.9,23.2,0,0,0,0,Small,Coastal (Breakwater),Unknown,Poor,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,None,Unknown,Small,35.816667,-0.25
45822,Senegal -- 45817,Karabane,Carabane,1,3.4,9.4,3.4,0,0,0,Very Small,River (Natural),Unknown,Good,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12.566667,-16.666667
46335,Equatorial Guinea -- 46300,Ceiba Terminal, ,1,0,23.2,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,None,Unknown,Unknown,1.416667,9.233333
46710,Tristan Island -- 46700,Edinburgh Of The Seven Seas,Settlement Of Edinburgh,2,23.2,23.2,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-37.05,-12.3
14175,Chile -- 14070,Caleta Mina Elena,Mina Elena,0,0,7.9,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,-52.683333,-71.9
19100,Alaska -- 19080,Hidden Inlet, ,4.3,0,0,6.4,0,0,0,Very Small,Canal or Lake,Unknown,Fair,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,54.95,-130.333333
19120,Alaska -- 19080,George Inlet, ,4,0,0,7.9,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,55.383333,-131.466667
19200,Alaska -- 19080,Burnett Inlet, ,4.3,0,11,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,56.066667,-132.466667
19600,Alaska -- 19080,Letnikof Cove, ,4.3,0,11,6.4,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,59.183333,-135.4
19710,Alaska -- 19080,Crab Bay, ,2.7,0,0,7.9,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,60.066667,-148
6970,United States E Coast -- 6585,Monhegan, ,2.7,3.4,3.4,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43.766667,-69.316667
6710,United States E Coast -- 6585,Northeast Harbor, ,0,3.4,3.4,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,Unknown,Unknown,44.3,-68.283333
6800,United States E Coast -- 6585,Bucks Harbor,South Brooksville,0,6.4,11,3.4,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,44.333333,-68.733333
6830,United States E Coast -- 6585,Matinicus, ,2.7,6.4,3.4,1.8,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,43.866667,-68.883333
43780,Ukraine -- 43620,Balaklava, ,0,12.5,23.2,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Small,44.5,33.6
43810,Ukraine -- 43620,Alushta, ,0,12.5,23.2,3.4,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,44.683333,34.416667
49460,India East Coast -- 49310,Machilipatnam, ,1,14,14,12.5,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Limited,Unknown,Small,16.15,81.166667
49875,Malaysia -- 49820,Malong Marine Terminal, ,3,23.2,23.2,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,None,Unknown,Unknown,4.633333,104.816667
63090,Antarctica -- 63060,Admiralty Bay, ,0,23.2,23.2,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,-62.083333,-58.416667
63110,Antarctica -- 63060,Melchior Harbor, ,0,4.9,23.2,0,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,None,Unknown,Unknown,-64.316667,-63
7900,United States E Coast -- 6585,Grasselli, ,1.5,9.4,9.4,9.4,0,0,0,Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,40.616667,-74.2
543,Greenland East Coast -- 540,Kusanartoq, ,6,12.5,17.1,0,0,0,0,Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Emergency Only,Unknown,Unknown,61.766667,-42.216667
2350,Ottawa River -- 2270,Carillon, ,0,1.8,9.4,1.8,0,0,0,Very Small,River (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45.566667,-74.366667
4020,Canada Lake Huron -- 3640,Depot Harbour, ,0,6.4,6.4,6.4,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,45.316667,-80.1
44807,Italy -- 40345,Aksaz Limani, ,0,23.2,0,0,0,0,0,Small,Coastal (Natural),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,Small,Unknown,36.833333,28.383333
46239,Nigeria -- 46120,Egina Oil Terminal, ,0,23.2,23.2,7.9,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.066667,6.7
46452,Gabon -- 46410,Olowi Marine Terminal, ,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-3.133333,10.216667
47625,Madagascar -- 47350,Antsohim Bondrona, ,0,7.9,7.9,7.9,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,-13.083333,48.833333
51780,Indonesia - Borneo -- 51760,Lingkas, ,7,6.4,18.6,7.9,0,0,0,Small,Open Roadstead,Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Emergency Only,Unknown,Unknown,3.283333,117.6
53195,New Guinea SE Coast -- 53140,Discovery Bay, ,4,11,23.2,11,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,Unknown,Unknown,-10.416667,150.416667
55270,New Zealand S Island -- 55260,Collingwood, ,7,1.8,9.4,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Limited,Unknown,Small,-40.683333,172.666667
56039,Tabuaeran Atoll (Fanning Island) -- 56037,English Harbor, ,0.3,23.2,17.1,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,3.85,-159.366667
26990,Sweden Cont -- 24975,Gumbodahamn, ,0,4.9,4.9,4.9,0,0,0,Very Small,River (Basins),Unknown,Good,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,64.233333,21.1
42180,Greece East Coast -- 42010,Ayios Nikolaos,Arapis,0,9.4,12.5,7.9,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Major,Small,Unknown,37.983333,23.533333
43093,Kikladhes -- 42870,Akra Kavonisi, ,1,0,0,7.9,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Limited,Small,Unknown,35.516667,23.633333
43384,Turkey Europe -- 43325,Borusan Fertilizer Jetty, ,0,0,23.2,6.4,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,40.416667,29.1
